Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,Clinical_Feasibility,Detection_Method,Sample_Type,N_Tissues,Tissues_List,Direction_Consistency,Predominant_Direction,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Max_Abs_Zscore_Delta,Std_Zscore_Delta,Signal_to_Noise,Age_Discrimination,P_Value,Biomarker_Score
TMEM109,Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.0590421281419717,0.13351500484020928,-0.0590421281419717,0.192557132982181,0.18881873062533341,0.7071067811865475,0.13351500484020928,,0.1200272507260314
DUSP23,Dual specificity protein phosphatase 23 OS=Homo sapiens GN=DUSP23 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.25850211337503254,0.25850211337503254,0.25850211337503254,0.4593066393485036,0.28398048401758313,0.9102812620004793,0.25850211337503254,,0.2387753170062549
TMED9,Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.21769409970632303,0.21769409970632303,-0.21769409970632303,0.350112353431658,0.1872676903241303,1.1624754880541834,0.21769409970632303,,0.23265411495594845
GGACT,Gamma-glutamylaminecyclotransferase OS=Homo sapiens GN=GGACT PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.09993903892806649,0.1262395333163149,0.09993903892806649,0.2261785722443814,0.1785296601235827,0.7071067811865476,0.1262395333163149,,0.11893592999744725
GNL3,Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.26603257882395925,0.26603257882395925,-0.26603257882395925,0.3868761768686013,0.17089865528069564,1.5566686489546049,0.26603257882395925,,0.2399048868235939
NUP85,Nuclear pore complex protein Nup85 OS=Homo sapiens GN=NUP85 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.0855362114835013,0.3944925403195134,-0.0855362114835013,0.4800287518030147,0.5578967007748709,0.7071067811865476,0.3944925403195134,,0.159173881047927
TARS2,"Threonine--tRNA ligase, mitochondrial OS=Homo sapiens GN=TARS2 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.00588075461658475,0.00918163486320435,-0.00588075461658475,0.0150623894797891,0.012984792548301228,0.7071067811865476,0.00918163486320435,,0.10137724522948066
RBM4,RNA-binding protein 4 OS=Homo sapiens GN=RBM4 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.11234948609792814,0.16362860659228154,0.11234948609792814,0.2759780926902097,0.23140579463501618,0.7071067811865476,0.16362860659228154,,0.12454429098884223
ZNF416,Zinc finger protein 416 OS=Homo sapiens GN=ZNF416 PE=2 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.20767771013567168,0.20767771013567168,-0.20767771013567168,0.2868436217687699,0.11195750590915744,1.8549690657112514,0.20767771013567168,,0.23115165652035077
CHID1,Chitinase domain-containing protein 1 OS=Homo sapiens GN=CHID1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.05822965341868458,0.6233487706420993,-0.05822965341868458,0.6815784240607838,0.8815482855306526,0.7071067811865476,0.6233487706420993,,0.1935023155963149
SPATA9,Spermatogenesis-associated protein 9 OS=Homo sapiens GN=SPATA9 PE=2 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.24877093362145733,0.34021868882910666,-0.24877093362145733,0.588989622450564,0.48114188391491447,0.7071067811865475,0.34021868882910666,,0.151032803324366
HINT2,"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.09832693090018024,0.46966792024127696,-0.09832693090018024,0.5679948511414572,0.6642107426167789,0.7071067811865476,0.46966792024127696,,0.17045018803619155
LGR4,Leucine-rich repeat-containing G-protein coupled receptor 4 OS=Homo sapiens GN=LGR4 PE=1 SV=2,Unknown,Unknown,1,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.0648181886436284,0.0648181886436284,0.0648181886436284,0.1024333392395345,0.053195856123436816,1.2184819150804316,0.0648181886436284,,0.2897227282965443
AMN,Protein amnionless OS=Homo sapiens GN=AMN PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.05809958009493374,0.3912066796949256,-0.05809958009493374,0.4493062597898594,0.5532497921155111,0.7071067811865476,0.3912066796949256,,0.15868100195423884
PRX,Periaxin OS=Homo sapiens GN=PRX PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.11270495008781817,0.17715782754888565,-0.11270495008781817,0.2898627776367038,0.250539002400188,0.7071067811865476,0.17715782754888565,,0.12657367413233286
CFHR5,Complement factor H-related protein 5 OS=Homo sapiens GN=CFHR5 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.1004767267400809,0.1368854561230331,-0.1004767267400809,0.237362182863114,0.19358526854082064,0.7071067811865475,0.1368854561230331,,0.12053281841845497
TEX15,Testis-expressed sequence 15 protein OS=Homo sapiens GN=TEX15 PE=2 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.030715188289432954,0.19252787922904865,-0.030715188289432954,0.2232430675184816,0.2722755379406499,0.7071067811865476,0.19252787922904865,,0.1288791818843573
CECR5,Cat eye syndrome critical region protein 5 OS=Homo sapiens GN=CECR5 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.04269856823573934,0.3572889773813396,0.04269856823573934,0.3999875456170789,0.5052829174991044,0.7071067811865476,0.3572889773813396,,0.15359334660720095
ANKRD30B,Ankyrin repeat domain-containing protein 30B OS=Homo sapiens GN=ANKRD30B PE=2 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.1479809304156308,0.1479809304156308,0.1479809304156308,0.1766031789336508,0.040477972039797104,3.6558385452250177,0.1479809304156308,,0.22219713956234463
PECR,Peroxisomal trans-2-enoyl-CoA reductase OS=Homo sapiens GN=PECR PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.2551344134017347,0.8138278551791932,0.2551344134017347,1.068962268580928,1.1509263902314222,0.7071067811865475,0.8138278551791932,,0.22207417827687898
OXCT2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial OS=Homo sapiens GN=OXCT2 PE=2 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.09135922472030145,0.09135922472030145,0.09135922472030145,0.1483771990507678,0.0806355925971865,1.132988817688544,0.09135922472030145,,0.21370388370804522
MRPL13,"39S ribosomal protein L13, mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,1.2756503241439932,1.459655981081447,1.2756503241439932,2.73530630522544,2.064265284844388,0.7071067811865476,1.459655981081447,,0.318948397162217
MRPL9,"39S ribosomal protein L9, mitochondrial OS=Homo sapiens GN=MRPL9 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.0942375048108041,0.0942375048108041,0.0942375048108041,0.1846869995751183,0.1279149022054874,0.7367202975257516,0.0942375048108041,,0.21413562572162062
MRPL1,"39S ribosomal protein L1, mitochondrial OS=Homo sapiens GN=MRPL1 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.08514915725805464,0.4611296560493653,0.08514915725805464,0.5462788133074199,0.652135813597453,0.7071067811865475,0.4611296560493653,,0.16916944840740478
NIFK,MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=NIFK PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.1164137914081804,0.47203429489140636,0.1164137914081804,0.5884480862995868,0.6675573017406479,0.7071067811865475,0.47203429489140636,,0.17080514423371096
HELZ2,Helicase with zinc finger domain 2 OS=Homo sapiens GN=HELZ2 PE=1 SV=6,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.1195351195012633,0.1195351195012633,-0.1195351195012633,0.2075320946161251,0.1244465156552453,0.9605340806199183,0.1195351195012633,,0.2179302679251895
NLN,"Neurolysin, mitochondrial OS=Homo sapiens GN=NLN PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.16482175615005606,0.16482175615005606,-0.16482175615005606,0.2979000050627095,0.18820106446913712,0.8757748348287637,0.16482175615005606,,0.22472326342250842
AGXT2,"Alanine--glyoxylate aminotransferase 2, mitochondrial OS=Homo sapiens GN=AGXT2 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.4108608847722902,0.4108608847722902,0.4108608847722902,0.4717598265323416,0.08612410937123392,4.770567588702644,0.4108608847722902,,0.26162913271584354
DOCK9,Dedicator of cytokinesis protein 9 OS=Homo sapiens GN=DOCK9 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.01167357078521744,0.3264604479183725,0.01167357078521744,0.3381340187035899,0.4616847930245578,0.7071067811865476,0.3264604479183725,,0.14896906718775588
GTPBP4,Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.18322053257491544,0.18322053257491544,0.18322053257491544,0.2267186642476166,0.061515647749424654,2.978437832943555,0.18322053257491544,,0.22748307988623734
OSBPL8,Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.04695208181631344,0.5558158689294477,0.04695208181631344,0.6027679507457612,0.7860423400222115,0.7071067811865475,0.5558158689294477,,0.18337238033941716
TBL1XR1,F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens GN=TBL1XR1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.07318333165870791,0.2309951342944144,0.07318333165870791,0.3041784659531223,0.3266764517613553,0.7071067811865475,0.2309951342944144,,0.13464927014416217
WDR12,Ribosome biogenesis protein WDR12 OS=Homo sapiens GN=WDR12 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.08753015196666974,0.12784696360740816,-0.08753015196666974,0.2153771155740779,0.18080290984181613,0.7071067811865476,0.12784696360740816,,0.11917704454111122
POLR2J2,DNA-directed RNA polymerase II subunit RPB11-b1 OS=Homo sapiens GN=POLR2J2 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.07258840465502685,0.07258840465502685,-0.07258840465502685,0.0905946500253838,0.025464676410176558,2.8505528005067458,0.07258840465502685,,0.21088826069825403
ADAM19,Disintegrin and metalloproteinase domain-containing protein 19 OS=Homo sapiens GN=ADAM19 PE=1 SV=3,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.1661997470001283,0.1661997470001283,0.1661997470001283,0.232625886237553,0.09394074700564962,1.7691976303970949,0.1661997470001283,,0.3849299620500193
NAT10,N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.1605519019383888,0.2669901910343877,-0.1605519019383888,0.4275420929727765,0.3775811491814146,0.7071067811865476,0.2669901910343877,,0.14004852865515816
ZMYND12,Zinc finger MYND domain-containing protein 12 OS=Homo sapiens GN=ZMYND12 PE=2 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.21478459421517665,0.21478459421517665,0.21478459421517665,0.4203619499558154,0.2907302846052098,0.7387761289018729,0.21478459421517665,,0.2322176891322765
SLC25A31,ADP/ATP translocase 4 OS=Homo sapiens GN=SLC25A31 PE=2 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.0762027482409668,0.1461945206320714,0.0762027482409668,0.2223972688730382,0.20675027382250863,0.7071067811865475,0.1461945206320714,,0.12192917809481071
TOLLIP,Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.09381460040274009,0.09381460040274009,0.09381460040274009,0.1125988897629273,0.02656499677271737,3.531511831354296,0.09381460040274009,,0.21407219006041103
QRICH2,Glutamine-rich protein 2 OS=Homo sapiens GN=QRICH2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.12276220798182085,0.2639931566499538,-0.12276220798182085,0.3867553646317747,0.37334270250804974,0.7071067811865475,0.2639931566499538,,0.13959897349749306
QRSL1,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Homo sapiens GN=QRSL1 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.07643432392596894,0.22545817604413815,-0.07643432392596894,0.3018924999701071,0.31884601030952103,0.7071067811865475,0.22545817604413815,,0.13381872640662074
RAB17,Ras-related protein Rab-17 OS=Homo sapiens GN=RAB17 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.0941843611968404,0.1971912752239192,-0.0941843611968404,0.2913756364207596,0.2788705758033122,0.7071067811865475,0.1971912752239192,,0.12957869128358787
C11orf54,Ester hydrolase C11orf54 OS=Homo sapiens GN=C11orf54 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.4029332239009127,0.4029332239009127,-0.4029332239009127,0.5761578986583041,0.24497668437957132,1.644781930661616,0.4029332239009127,,0.2604399835851369
OSBPL5,Oxysterol-binding protein-related protein 5 OS=Homo sapiens GN=OSBPL5 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,1,Tubulointerstitial,1.0,DOWN,-0.1182286681465084,0.1182286681465084,-0.1182286681465084,0.1182286681465084,,0.0,0.1182286681465084,,0.21773430022197626
IRF2BPL,Interferon regulatory factor 2-binding protein-like OS=Homo sapiens GN=IRF2BPL PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.09397001186489004,0.13868014194217115,-0.09397001186489004,0.2326501538070612,0.19612333756644434,0.7071067811865475,0.13868014194217115,,0.12080202129132568
RBSN,Rabenosyn-5 OS=Homo sapiens GN=RBSN PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.10620109908109004,0.42074018317887313,0.10620109908109004,0.5269412822599632,0.5950164732869028,0.7071067811865475,0.42074018317887313,,0.16311102747683098
SLC25A18,Mitochondrial glutamate carrier 2 OS=Homo sapiens GN=SLC25A18 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.08424496266791148,0.8481614458541605,-0.08424496266791148,0.932406408522072,1.1994814198089272,0.7071067811865476,0.8481614458541605,,0.22722421687812408
VPS16,Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens GN=VPS16 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.3675826959321405,0.3675826959321405,0.3675826959321405,0.6838100331178812,0.4472129890412044,0.821941010077131,0.3675826959321405,,0.2551374043898211
ALDH8A1,Aldehyde dehydrogenase family 8 member A1 OS=Homo sapiens GN=ALDH8A1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.07073037502861164,0.21992324411900305,0.07073037502861164,0.2906536191476147,0.31101843451418315,0.7071067811865475,0.21992324411900305,,0.13298848661785045
TRIOBP,TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.02408969802935325,0.25060038341440877,-0.02408969802935325,0.274690081443762,0.3544024609605545,0.7071067811865476,0.25060038341440877,,0.13759005751216133
SLK,STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.32119680359977854,0.6204138879635799,-0.32119680359977854,0.9416106915633584,0.8773977346427166,0.7071067811865475,0.6204138879635799,,0.193062083194537
BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2 OS=Homo sapiens GN=BHMT2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.08753169665154001,0.08753169665154001,0.08753169665154001,0.1035693048248895,0.022680602986776467,3.8593196443046,0.08753169665154001,,0.213129754497731
PPA2,"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens GN=PPA2 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.038642629600708356,0.29855004079491265,-0.038642629600708356,0.337192670395621,0.42221351673920626,0.7071067811865476,0.29855004079491265,,0.1447825061192369
PNN,Pinin OS=Homo sapiens GN=PNN PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.6098959369368913,0.6098959369368913,0.6098959369368913,1.1568198997105796,0.7734672857413879,0.7885219558475451,0.6098959369368913,,0.2914843905405337
EPB41L4B,Band 4.1-like protein 4B OS=Homo sapiens GN=EPB41L4B PE=2 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.08372736664367435,0.08372736664367435,0.08372736664367435,0.1280074841086027,0.06262154266237542,1.3370377522491126,0.08372736664367435,,0.21255910499655117
CHMP4B,Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.07808985400433689,0.07808985400433689,0.07808985400433689,0.1415586127532037,0.08975837940963345,0.8700007121112949,0.07808985400433689,,0.21171347810065055
FN3K,Fructosamine-3-kinase OS=Homo sapiens GN=FN3K PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.3674880886484439,0.3674880886484439,0.3674880886484439,0.5568793350539566,0.2678396692614207,1.3720450359792034,0.3674880886484439,,0.2551232132972666
RNPEP,Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.4495718358497627,0.4495718358497627,-0.4495718358497627,0.5293942391903328,0.11288592538544966,3.982532227243538,0.4495718358497627,,0.26743577537746444
TUBB1,Tubulin beta-1 chain OS=Homo sapiens GN=TUBB1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.3520527757635691,0.49954738309146585,0.3520527757635691,0.8516001588550349,0.7064666842159391,0.7071067811865476,0.49954738309146585,,0.1749321074637199
GLIPR2,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.0002813523569158427,0.13720071044986135,0.0002813523569158427,0.1374820628067772,0.19403110548541794,0.7071067811865476,0.13720071044986135,,0.12058010656747921
ALG2,"Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Homo sapiens GN=ALG2 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.061322405377008594,0.1711175467900379,-0.061322405377008594,0.2324399521670465,0.24199675543048427,0.7071067811865476,0.1711175467900379,,0.1256676320185057
HEATR1,HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.08650666368365274,0.08650666368365274,0.08650666368365274,0.1429525387252674,0.07982652202386842,1.0836832357269297,0.08650666368365274,,0.21297599955254792
TFB2M,"Dimethyladenosine transferase 2, mitochondrial OS=Homo sapiens GN=TFB2M PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.0646233072706832,0.0646233072706832,-0.0646233072706832,0.1165080484424324,0.07337610464530543,0.8807132455867943,0.0646233072706832,,0.2096934960906025
OPA3,Optic atrophy 3 protein OS=Homo sapiens GN=OPA3 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.12490882019476104,0.12490882019476104,0.12490882019476104,0.1311700036042999,0.00885465049427526,14.106578263649993,0.12490882019476104,,0.21873632302921417
EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.03435130776665919,0.0966724520571559,-0.03435130776665919,0.1310237598238151,0.13671549280709266,0.7071067811865476,0.0966724520571559,,0.1145008678085734
RPF2,Ribosome production factor 2 homolog OS=Homo sapiens GN=RPF2 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.10527248207691106,0.10527248207691106,-0.10527248207691106,0.140352339600282,0.04961041027566706,2.121983702451765,0.10527248207691106,,0.21579087231153668
PTGES2,Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.28650153048268223,0.28650153048268223,-0.28650153048268223,0.5119188188856335,0.3187881864528211,0.8987206636187032,0.28650153048268223,,0.24297522957240233
ACAD9,"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens GN=ACAD9 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.27202227681917795,0.3077053788958322,-0.27202227681917795,0.5797276557150102,0.4351611200496379,0.7071067811865475,0.3077053788958322,,0.14615580683437485
NT5DC2,5'-nucleotidase domain-containing protein 2 OS=Homo sapiens GN=NT5DC2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.20657792523742274,0.20657792523742274,-0.20657792523742274,0.2273414202796986,0.029364016291053018,7.035070515894155,0.20657792523742274,,0.23098668878561343
METTL7A,Methyltransferase-like protein 7A OS=Homo sapiens GN=METTL7A PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.1333326941084158,0.1403461398177604,-0.1333326941084158,0.2736788339261762,0.1984794143569874,0.7071067811865476,0.1403461398177604,,0.12105192097266407
ARMT1,Protein-glutamate O-methyltransferase OS=Homo sapiens GN=ARMT1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.553169028901262,0.553169028901262,-0.553169028901262,0.9688962642019232,0.587927094410066,0.9408803134958753,0.553169028901262,,0.2829753543351893
SFXN1,Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.742401508019017,0.8421676436261049,-0.742401508019017,1.584569151645122,1.191004903407829,0.7071067811865475,0.8421676436261049,,0.22632514654391572
ANKRA2,Ankyrin repeat family A protein 2 OS=Homo sapiens GN=ANKRA2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.22703929142186952,0.22703929142186952,-0.22703929142186952,0.3257380941641096,0.13958118542806278,1.6265751772030967,0.22703929142186952,,0.23405589371328045
MRPL44,"39S ribosomal protein L44, mitochondrial OS=Homo sapiens GN=MRPL44 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.018303184355469498,0.07651230571895219,0.018303184355469498,0.0948154900744217,0.10820474043617871,0.7071067811865476,0.07651230571895219,,0.11147684585784283
L2HGDH,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=L2HGDH PE=1 SV=3",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.21131936590084224,0.21131936590084224,-0.21131936590084224,0.3634986461080267,0.21521400198117574,0.9819034261503388,0.21131936590084224,,0.23169790488512634
CAB39L,Calcium-binding protein 39-like OS=Homo sapiens GN=CAB39L PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.21315477711718925,0.21315477711718925,0.21315477711718925,0.318438979902587,0.1488943474827487,1.4315840777091011,0.21315477711718925,,0.2319732165675784
RPF1,Ribosome production factor 1 OS=Homo sapiens GN=RPF1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.4269002252202259,0.4269002252202259,0.4269002252202259,0.7699348803078113,0.4851242615888401,0.8799811904316567,0.4269002252202259,,0.2640350337830339
