Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score,Cluster,Stage_Name
TMED9,Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.217694099706323,0.217694099706323,-0.217694099706323,0.1872676903241303,0,0.0,,,0.3570635276176911,2,PHASE 2: Consistent Shifters (40-60 years)
GGACT,Gamma-glutamylaminecyclotransferase OS=Homo sapiens GN=GGACT PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0999390389280664,0.1262395333163149,0.0999390389280664,0.1785296601235827,0,0.0,,,0.1979180709786903,0,CLUSTER 0: Gradual/Variable Changes
GNL3,Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2660325788239592,0.2660325788239592,-0.2660325788239592,0.1708986552806956,0,0.0,,,0.3618973755294547,2,PHASE 2: Consistent Shifters (40-60 years)
NUP85,Nuclear pore complex protein Nup85 OS=Homo sapiens GN=NUP85 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0855362114835013,0.3944925403195134,-0.0855362114835013,0.5578967007748709,0,0.0,,,0.2247433716790101,0,CLUSTER 0: Gradual/Variable Changes
TARS2,"Threonine--tRNA ligase, mitochondrial OS=Homo sapiens GN=TARS2 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0058807546165847,0.0091816348632043,-0.0058807546165847,0.0129847925483012,0,0.0,,,0.1862122811333792,0,CLUSTER 0: Gradual/Variable Changes
RBM4,RNA-binding protein 4 OS=Homo sapiens GN=RBM4 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1123494860979281,0.1636286065922815,0.1123494860979281,0.2314057946350161,0,0.0,,,0.2016569783062869,0,CLUSTER 0: Gradual/Variable Changes
ZNF416,Zinc finger protein 416 OS=Homo sapiens GN=ZNF416 PE=2 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2076777101356716,0.2076777101356716,-0.2076777101356716,0.1119575059091574,0,0.0,,,0.356061888660626,2,PHASE 2: Consistent Shifters (40-60 years)
CHID1,Chitinase domain-containing protein 1 OS=Homo sapiens GN=CHID1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0582296534186845,0.6233487706420993,-0.0582296534186845,0.8815482855306526,2,1.0,,,0.2476289947112687,1,PHASE 1: Early Dramatic Changes (20-40 years)
SPATA9,Spermatogenesis-associated protein 9 OS=Homo sapiens GN=SPATA9 PE=2 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2487709336214573,0.3402186888291066,-0.2487709336214573,0.4811418839149144,1,0.5,,,0.2193159865299695,1,PHASE 1: Early Dramatic Changes (20-40 years)
HINT2,"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0983269309001802,0.4696679202412769,-0.0983269309001802,0.6642107426167789,1,0.5,,,0.2322609096711865,1,PHASE 1: Early Dramatic Changes (20-40 years)
LGR4,Leucine-rich repeat-containing G-protein coupled receptor 4 OS=Homo sapiens GN=LGR4 PE=1 SV=2,Unknown,Unknown,2,2,1.0,UP,2,0,0.0648181886436284,0.0648181886436284,0.0648181886436284,0.0531958561234368,0,0.0,,,0.3417759365114216,2,PHASE 2: Consistent Shifters (40-60 years)
AMN,Protein amnionless OS=Homo sapiens GN=AMN PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0580995800949337,0.3912066796949256,-0.0580995800949337,0.5532497921155111,0,0.0,,,0.2244147856165514,0,CLUSTER 0: Gradual/Variable Changes
PRX,Periaxin OS=Homo sapiens GN=PRX PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1127049500878181,0.1771578275488856,-0.1127049500878181,0.250539002400188,0,0.0,,,0.2030099004019473,0,CLUSTER 0: Gradual/Variable Changes
CFHR5,Complement factor H-related protein 5 OS=Homo sapiens GN=CFHR5 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1004767267400809,0.1368854561230331,-0.1004767267400809,0.1935852685408206,0,0.0,,,0.1989826632593621,0,CLUSTER 0: Gradual/Variable Changes
TEX15,Testis-expressed sequence 15 protein OS=Homo sapiens GN=TEX15 PE=2 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0307151882894329,0.1925278792290486,-0.0307151882894329,0.2722755379406499,0,0.0,,,0.2045469055699637,0,CLUSTER 0: Gradual/Variable Changes
CECR5,Cat eye syndrome critical region protein 5 OS=Homo sapiens GN=CECR5 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0426985682357393,0.3572889773813396,0.0426985682357393,0.5052829174991044,0,0.0,,,0.2210230153851927,0,CLUSTER 0: Gradual/Variable Changes
ANKRD30B,Ankyrin repeat domain-containing protein 30B OS=Homo sapiens GN=ANKRD30B PE=2 SV=3,Unknown,Unknown,2,2,1.0,UP,2,0,0.1479809304156308,0.1479809304156308,0.1479809304156308,0.0404779720397971,0,0.0,,,0.3500922106886219,2,PHASE 2: Consistent Shifters (40-60 years)
PECR,Peroxisomal trans-2-enoyl-CoA reductase OS=Homo sapiens GN=PECR PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2551344134017347,0.8138278551791932,0.2551344134017347,1.1509263902314222,2,1.0,,,0.2666769031649781,5,PHASE 1: Early Dramatic Changes (20-40 years)
OXCT2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial OS=Homo sapiens GN=OXCT2 PE=2 SV=2",Unknown,Unknown,2,2,1.0,UP,2,0,0.0913592247203014,0.0913592247203014,0.0913592247203014,0.0806355925971865,0,0.0,,,0.3444300401190889,2,PHASE 2: Consistent Shifters (40-60 years)
MRPL13,"39S ribosomal protein L13, mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,1.2756503241439932,1.459655981081447,1.2756503241439932,2.064265284844388,1,0.5,,,0.3312597157552035,5,PHASE 1: Early Dramatic Changes (20-40 years)
MRPL9,"39S ribosomal protein L9, mitochondrial OS=Homo sapiens GN=MRPL9 PE=1 SV=2",Unknown,Unknown,2,2,1.0,UP,2,0,0.0942375048108041,0.0942375048108041,0.0942375048108041,0.1279149022054874,0,0.0,,,0.3447178681281392,2,PHASE 2: Consistent Shifters (40-60 years)
MRPL1,"39S ribosomal protein L1, mitochondrial OS=Homo sapiens GN=MRPL1 PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0851491572580546,0.4611296560493653,0.0851491572580546,0.652135813597453,1,0.5,,,0.2314070832519953,1,PHASE 1: Early Dramatic Changes (20-40 years)
NIFK,MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=NIFK PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1164137914081804,0.4720342948914063,0.1164137914081804,0.6675573017406479,1,0.5,,,0.2324975471361994,1,PHASE 1: Early Dramatic Changes (20-40 years)
HELZ2,Helicase with zinc finger domain 2 OS=Homo sapiens GN=HELZ2 PE=1 SV=6,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1195351195012633,0.1195351195012633,-0.1195351195012633,0.1244465156552453,0,0.0,,,0.3472476295971851,2,PHASE 2: Consistent Shifters (40-60 years)
NLN,"Neurolysin, mitochondrial OS=Homo sapiens GN=NLN PE=1 SV=1",Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.164821756150056,0.164821756150056,-0.164821756150056,0.1882010644691371,0,0.0,,,0.3517762932620644,2,PHASE 2: Consistent Shifters (40-60 years)
AGXT2,"Alanine--glyoxylate aminotransferase 2, mitochondrial OS=Homo sapiens GN=AGXT2 PE=1 SV=1",Unknown,Unknown,2,2,1.0,UP,2,0,0.4108608847722902,0.4108608847722902,0.4108608847722902,0.0861241093712339,0,0.0,,,0.3763802061242878,2,PHASE 2: Consistent Shifters (40-60 years)
DOCK9,Dedicator of cytokinesis protein 9 OS=Homo sapiens GN=DOCK9 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0116735707852174,0.3264604479183725,0.0116735707852174,0.4616847930245578,0,0.0,,,0.217940162438896,0,CLUSTER 0: Gradual/Variable Changes
GTPBP4,Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3,Unknown,Unknown,2,2,1.0,UP,2,0,0.1832205325749154,0.1832205325749154,0.1832205325749154,0.0615156477494246,0,0.0,,,0.3536161709045503,2,PHASE 2: Consistent Shifters (40-60 years)
OSBPL8,Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0469520818163134,0.5558158689294477,0.0469520818163134,0.7860423400222115,2,1.0,,,0.2408757045400036,1,PHASE 1: Early Dramatic Changes (20-40 years)
TBL1XR1,F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens GN=TBL1XR1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0731833316587079,0.2309951342944144,0.0731833316587079,0.3266764517613553,0,0.0,,,0.2083936310765002,0,CLUSTER 0: Gradual/Variable Changes
WDR12,Ribosome biogenesis protein WDR12 OS=Homo sapiens GN=WDR12 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0875301519666697,0.1278469636074081,-0.0875301519666697,0.1808029098418161,0,0.0,,,0.1980788140077996,0,CLUSTER 0: Gradual/Variable Changes
POLR2J2,DNA-directed RNA polymerase II subunit RPB11-b1 OS=Homo sapiens GN=POLR2J2 PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.0725884046550268,0.0725884046550268,-0.0725884046550268,0.0254646764101765,0,0.0,,,0.3425529581125615,2,PHASE 2: Consistent Shifters (40-60 years)
ADAM19,Disintegrin and metalloproteinase domain-containing protein 19 OS=Homo sapiens GN=ADAM19 PE=1 SV=3,ECM Regulators,Matrisome-associated,2,2,1.0,UP,2,0,0.1661997470001283,0.1661997470001283,0.1661997470001283,0.0939407470056496,0,0.0,,,0.3519140923470716,2,PHASE 2: Consistent Shifters (40-60 years)
NAT10,N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1605519019383888,0.2669901910343877,-0.1605519019383888,0.3775811491814146,0,0.0,,,0.2119931367504976,0,CLUSTER 0: Gradual/Variable Changes
ZMYND12,Zinc finger MYND domain-containing protein 12 OS=Homo sapiens GN=ZMYND12 PE=2 SV=3,Unknown,Unknown,2,2,1.0,UP,2,0,0.2147845942151766,0.2147845942151766,0.2147845942151766,0.2907302846052098,0,0.0,,,0.3567725770685764,2,PHASE 2: Consistent Shifters (40-60 years)
SLC25A31,ADP/ATP translocase 4 OS=Homo sapiens GN=SLC25A31 PE=2 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0762027482409668,0.1461945206320714,0.0762027482409668,0.2067502738225086,0,0.0,,,0.1999135697102659,0,CLUSTER 0: Gradual/Variable Changes
TOLLIP,Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.09381460040274,0.09381460040274,0.09381460040274,0.0265649967727173,0,0.0,,,0.3446755776873328,2,PHASE 2: Consistent Shifters (40-60 years)
QRICH2,Glutamine-rich protein 2 OS=Homo sapiens GN=QRICH2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1227622079818208,0.2639931566499538,-0.1227622079818208,0.3733427025080497,0,0.0,,,0.2116934333120542,0,CLUSTER 0: Gradual/Variable Changes
QRSL1,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Homo sapiens GN=QRSL1 PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0764343239259689,0.2254581760441381,-0.0764343239259689,0.318846010309521,0,0.0,,,0.2078399352514726,0,CLUSTER 0: Gradual/Variable Changes
RAB17,Ras-related protein Rab-17 OS=Homo sapiens GN=RAB17 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0941843611968404,0.1971912752239192,-0.0941843611968404,0.2788705758033122,0,0.0,,,0.2050132451694507,0,CLUSTER 0: Gradual/Variable Changes
C11orf54,Ester hydrolase C11orf54 OS=Homo sapiens GN=C11orf54 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.4029332239009127,0.4029332239009127,-0.4029332239009127,0.2449766843795713,1,0.5,,,0.37558744003715,4,PHASE 1: Early Dramatic Changes (20-40 years)
OSBPL5,Oxysterol-binding protein-related protein 5 OS=Homo sapiens GN=OSBPL5 PE=1 SV=1,Unknown,Unknown,1,1,1.0,DOWN,0,1,-0.1182286681465084,0.1182286681465084,-0.1182286681465084,,0,0.0,,,0.3294699256381802,2,PHASE 2: Consistent Shifters (40-60 years)
IRF2BPL,Interferon regulatory factor 2-binding protein-like OS=Homo sapiens GN=IRF2BPL PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.09397001186489,0.1386801419421711,-0.09397001186489,0.1961233375664443,0,0.0,,,0.1991621318412759,0,CLUSTER 0: Gradual/Variable Changes
RBSN,Rabenosyn-5 OS=Homo sapiens GN=RBSN PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.10620109908109,0.4207401831788731,0.10620109908109,0.5950164732869028,1,0.5,,,0.2273681359649461,1,PHASE 1: Early Dramatic Changes (20-40 years)
SLC25A18,Mitochondrial glutamate carrier 2 OS=Homo sapiens GN=SLC25A18 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0842449626679114,0.8481614458541605,-0.0842449626679114,1.1994814198089272,2,1.0,,,0.2701102622324749,5,PHASE 1: Early Dramatic Changes (20-40 years)
VPS16,Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens GN=VPS16 PE=1 SV=2,Unknown,Unknown,2,2,1.0,UP,2,0,0.3675826959321405,0.3675826959321405,0.3675826959321405,0.4472129890412044,1,0.5,,,0.3720523872402728,4,PHASE 1: Early Dramatic Changes (20-40 years)
ALDH8A1,Aldehyde dehydrogenase family 8 member A1 OS=Homo sapiens GN=ALDH8A1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0707303750286116,0.219923244119003,0.0707303750286116,0.3110184345141831,0,0.0,,,0.2072864420589591,0,CLUSTER 0: Gradual/Variable Changes
TRIOBP,TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0240896980293532,0.2506003834144087,-0.0240896980293532,0.3544024609605545,0,0.0,,,0.2103541559884997,0,CLUSTER 0: Gradual/Variable Changes
SLK,STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3211968035997785,0.6204138879635799,-0.3211968035997785,0.8773977346427166,1,0.5,,,0.2473355064434168,1,PHASE 1: Early Dramatic Changes (20-40 years)
BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2 OS=Homo sapiens GN=BHMT2 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.08753169665154,0.08753169665154,0.08753169665154,0.0226806029867764,0,0.0,,,0.3440472873122128,2,PHASE 2: Consistent Shifters (40-60 years)
PPA2,"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens GN=PPA2 PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0386426296007083,0.2985500407949126,-0.0386426296007083,0.4222135167392062,0,0.0,,,0.2151491217265501,0,CLUSTER 0: Gradual/Variable Changes
PNN,Pinin OS=Homo sapiens GN=PNN PE=1 SV=4,Unknown,Unknown,2,2,1.0,UP,2,0,0.6098959369368913,0.6098959369368913,0.6098959369368913,0.7734672857413879,1,0.5,,,0.3962837113407479,4,PHASE 1: Early Dramatic Changes (20-40 years)
EPB41L4B,Band 4.1-like protein 4B OS=Homo sapiens GN=EPB41L4B PE=2 SV=2,Unknown,Unknown,2,2,1.0,UP,2,0,0.0837273666436743,0.0837273666436743,0.0837273666436743,0.0626215426623754,0,0.0,,,0.3436668543114262,2,PHASE 2: Consistent Shifters (40-60 years)
CHMP4B,Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.0780898540043368,0.0780898540043368,0.0780898540043368,0.0897583794096334,0,0.0,,,0.3431031030474925,2,PHASE 2: Consistent Shifters (40-60 years)
FN3K,Fructosamine-3-kinase OS=Homo sapiens GN=FN3K PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.3674880886484439,0.3674880886484439,0.3674880886484439,0.2678396692614207,1,0.5,,,0.3720429265119032,4,PHASE 1: Early Dramatic Changes (20-40 years)
RNPEP,Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.4495718358497627,0.4495718358497627,-0.4495718358497627,0.1128859253854496,1,0.5,,,0.3802513012320351,4,PHASE 1: Early Dramatic Changes (20-40 years)
TUBB1,Tubulin beta-1 chain OS=Homo sapiens GN=TUBB1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.3520527757635691,0.4995473830914658,0.3520527757635691,0.7064666842159391,1,0.5,,,0.2352488559562054,1,PHASE 1: Early Dramatic Changes (20-40 years)
GLIPR2,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0002813523569158,0.1372007104498613,0.0002813523569158,0.1940311054854179,0,0.0,,,0.1990141886920449,0,CLUSTER 0: Gradual/Variable Changes
ALG2,"Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Homo sapiens GN=ALG2 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0613224053770085,0.1711175467900379,-0.0613224053770085,0.2419967554304842,0,0.0,,,0.2024058723260626,0,CLUSTER 0: Gradual/Variable Changes
HEATR1,HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3,Unknown,Unknown,2,2,1.0,UP,2,0,0.0865066636836527,0.0865066636836527,0.0865066636836527,0.0798265220238684,0,0.0,,,0.343944784015424,2,PHASE 2: Consistent Shifters (40-60 years)
TFB2M,"Dimethyladenosine transferase 2, mitochondrial OS=Homo sapiens GN=TFB2M PE=1 SV=1",Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.0646233072706832,0.0646233072706832,-0.0646233072706832,0.0733761046453054,0,0.0,,,0.3417564483741271,2,PHASE 2: Consistent Shifters (40-60 years)
OPA3,Optic atrophy 3 protein OS=Homo sapiens GN=OPA3 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.124908820194761,0.124908820194761,0.124908820194761,0.0088546504942752,0,0.0,,,0.3477849996665349,2,PHASE 2: Consistent Shifters (40-60 years)
EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0343513077666591,0.0966724520571559,-0.0343513077666591,0.1367154928070926,0,0.0,,,0.1949613628527744,0,CLUSTER 0: Gradual/Variable Changes
RPF2,Ribosome production factor 2 homolog OS=Homo sapiens GN=RPF2 PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.105272482076911,0.105272482076911,-0.105272482076911,0.049610410275667,0,0.0,,,0.3458213658547499,2,PHASE 2: Consistent Shifters (40-60 years)
PTGES2,Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2865015304826822,0.2865015304826822,-0.2865015304826822,0.3187881864528211,1,0.5,,,0.363944270695327,4,PHASE 1: Early Dramatic Changes (20-40 years)
ACAD9,"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens GN=ACAD9 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2720222768191779,0.3077053788958322,-0.2720222768191779,0.4351611200496379,1,0.5,,,0.216064655536642,1,PHASE 1: Early Dramatic Changes (20-40 years)
NT5DC2,5'-nucleotidase domain-containing protein 2 OS=Homo sapiens GN=NT5DC2 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2065779252374227,0.2065779252374227,-0.2065779252374227,0.029364016291053,0,0.0,,,0.3559519101708011,2,PHASE 2: Consistent Shifters (40-60 years)
METTL7A,Methyltransferase-like protein 7A OS=Homo sapiens GN=METTL7A PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1333326941084158,0.1403461398177604,-0.1333326941084158,0.1984794143569874,0,0.0,,,0.1993287316288348,0,CLUSTER 0: Gradual/Variable Changes
ARMT1,Protein-glutamate O-methyltransferase OS=Homo sapiens GN=ARMT1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.553169028901262,0.553169028901262,-0.553169028901262,0.587927094410066,1,0.5,,,0.390611020537185,4,PHASE 1: Early Dramatic Changes (20-40 years)
SFXN1,Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.742401508019017,0.8421676436261049,-0.742401508019017,1.191004903407829,1,0.5,,,0.2695108820096693,1,PHASE 1: Early Dramatic Changes (20-40 years)
ANKRA2,Ankyrin repeat family A protein 2 OS=Homo sapiens GN=ANKRA2 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2270392914218695,0.2270392914218695,-0.2270392914218695,0.1395811854280627,0,0.0,,,0.3579980467892457,2,PHASE 2: Consistent Shifters (40-60 years)
MRPL44,"39S ribosomal protein L44, mitochondrial OS=Homo sapiens GN=MRPL44 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0183031843554694,0.0765123057189521,0.0183031843554694,0.1082047404361787,0,0.0,,,0.192945348218954,0,CLUSTER 0: Gradual/Variable Changes
L2HGDH,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=L2HGDH PE=1 SV=3",Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2113193659008422,0.2113193659008422,-0.2113193659008422,0.2152140019811757,0,0.0,,,0.356426054237143,2,PHASE 2: Consistent Shifters (40-60 years)
CAB39L,Calcium-binding protein 39-like OS=Homo sapiens GN=CAB39L PE=1 SV=3,Unknown,Unknown,2,2,1.0,UP,2,0,0.2131547771171892,0.2131547771171892,0.2131547771171892,0.1488943474827487,0,0.0,,,0.3566095953587777,2,PHASE 2: Consistent Shifters (40-60 years)
RPF1,Ribosome production factor 1 OS=Homo sapiens GN=RPF1 PE=1 SV=2,Unknown,Unknown,2,2,1.0,UP,2,0,0.4269002252202259,0.4269002252202259,0.4269002252202259,0.4851242615888401,1,0.5,,,0.3779841401690814,4,PHASE 1: Early Dramatic Changes (20-40 years)
TBC1D17,TBC1 domain family member 17 OS=Homo sapiens GN=TBC1D17 PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2434209185785309,0.2434209185785309,-0.2434209185785309,0.1043299818192235,0,0.0,,,0.3596362095049119,2,PHASE 2: Consistent Shifters (40-60 years)
PPCS,Phosphopantothenate--cysteine ligase OS=Homo sapiens GN=PPCS PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.9099042036807616,0.9099042036807616,-0.9099042036807616,0.5381499347650222,2,1.0,,,0.426284538015135,5,PHASE 1: Early Dramatic Changes (20-40 years)
MEAF6,Chromatin modification-related protein MEAF6 OS=Homo sapiens GN=MEAF6 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0191041086652529,0.1913180979534037,0.0191041086652529,0.2705646488531278,0,0.0,,,0.2044259274423992,0,CLUSTER 0: Gradual/Variable Changes
UPF2,Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.3043179367006492,0.3043179367006492,0.3043179367006492,0.3822051018269268,1,0.5,,,0.3657259113171237,4,PHASE 1: Early Dramatic Changes (20-40 years)
ATP6V0A4,V-type proton ATPase 116 kDa subunit a isoform 4 OS=Homo sapiens GN=ATP6V0A4 PE=1 SV=2,Unknown,Unknown,2,2,1.0,UP,2,0,0.5364144728343848,0.5364144728343848,0.5364144728343848,0.7496660386514526,1,0.5,,,0.3889355649304973,4,PHASE 1: Early Dramatic Changes (20-40 years)
PLGRKT,Plasminogen receptor (KT) OS=Homo sapiens GN=PLGRKT PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1785529140003202,0.1785529140003202,-0.1785529140003202,0.1957694346769696,0,0.0,,,0.3531494090470908,2,PHASE 2: Consistent Shifters (40-60 years)
EML4,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0294346899857496,0.4688852472566427,0.0294346899857496,0.6631038758670061,0,0.0,,,0.2321826423727231,0,CLUSTER 0: Gradual/Variable Changes
ZBTB20,Zinc finger and BTB domain-containing protein 20 OS=Homo sapiens GN=ZBTB20 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.4014131429459269,0.4331908642905513,0.4014131429459269,0.6126243953758205,1,0.5,,,0.2286132040761139,1,PHASE 1: Early Dramatic Changes (20-40 years)
MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=MCCC2 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0163288215321054,0.2357494582378063,-0.0163288215321054,0.3334000811620153,0,0.0,,,0.2088690634708394,0,CLUSTER 0: Gradual/Variable Changes
NCOA5,Nuclear receptor coactivator 5 OS=Homo sapiens GN=NCOA5 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0015535725657965,0.107667811247624,0.0015535725657965,0.1522652788974164,0,0.0,,,0.1960608987718212,0,CLUSTER 0: Gradual/Variable Changes
EPG5,Ectopic P granules protein 5 homolog OS=Homo sapiens GN=EPG5 PE=2 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2598751041036332,0.2598751041036332,-0.2598751041036332,0.1292009215056492,0,0.0,,,0.3612816280574221,2,PHASE 2: Consistent Shifters (40-60 years)
MOV10,Putative helicase MOV-10 OS=Homo sapiens GN=MOV10 PE=1 SV=2,Unknown,Unknown,2,2,1.0,UP,2,0,0.3166093511280077,0.3166093511280077,0.3166093511280077,0.0315985898924462,0,0.0,,,0.3669550527598595,2,PHASE 2: Consistent Shifters (40-60 years)
ANO8,Anoctamin-8 OS=Homo sapiens GN=ANO8 PE=1 SV=3,Unknown,Unknown,2,2,1.0,UP,2,0,0.1169289318283523,0.1169289318283523,0.1169289318283523,0.0470877255339225,0,0.0,,,0.346987010829894,2,PHASE 2: Consistent Shifters (40-60 years)
