Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,Abundance_Young,Abundance_Old,N_Profiles_Young,N_Profiles_Old
Q9BTV4,Transmembrane protein 43,TMEM43,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TMEM43,,,Level 4: Unmatched,0,24.5206,24.87645,1.0,4.0
Q9BTW9,Tubulin-specific chaperone D,TBCD,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TBCD,,,Level 4: Unmatched,0,26.414,,1.0,0.0
Q9BTY2,Plasma alpha-L-fucosidase,FUCA2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FUCA2,,,Level 4: Unmatched,0,,22.6544,0.0,1.0
Q9BU02,Thiamine-triphosphatase,THTPA,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,THTPA,,,Level 4: Unmatched,0,24.1758,,1.0,0.0
Q9BUD6,Spondin-2,SPON2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SPON2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,26.904600000000002,27.865799999999997,6.0,6.0
Q9BUD6,Spondin-2,SPON2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SPON2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,26.8005,27.10905,2.0,2.0
Q9BUD6,Spondin-2,SPON2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SPON2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,26.288614285714285,27.125181818181815,7.0,11.0
Q9BUD6,Spondin-2,SPON2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SPON2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,27.077474999999996,26.63792,12.0,10.0
Q9BUF5,Tubulin beta-6 chain,TUBB6,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TUBB6,,,Level 4: Unmatched,0,,24.0516,0.0,4.0
Q9BUH6,Protein PAXX,C9orf142,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C9orf142,,,Level 4: Unmatched,0,22.9561,,1.0,0.0
Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HNRNPUL1,,,Level 4: Unmatched,0,23.5449,,1.0,0.0
Q9BUL8,Programmed cell death protein 10,PDCD10,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDCD10,,,Level 4: Unmatched,0,22.6484,,1.0,0.0
Q9BUQ8,Probable ATP-dependent RNA helicase DDX23,DDX23,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DDX23,,,Level 4: Unmatched,0,,23.8705,0.0,1.0
Q9BUR5,Apolipoprotein O,APOO,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOO,,,Level 4: Unmatched,0,,23.7827,0.0,1.0
Q9BUT1,3-hydroxybutyrate dehydrogenase type 2,BDH2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,BDH2,,,Level 4: Unmatched,0,25.944599999999998,24.2441,3.0,3.0
Q9BVA1,Tubulin beta-2B chain,TUBB2B,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TUBB2B,,,Level 4: Unmatched,0,,22.3454,0.0,1.0
Q9BVC6,Transmembrane protein 109,TMEM109,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TMEM109,,,Level 4: Unmatched,0,24.3113,,1.0,0.0
Q9BVG4,Protein PBDC1,PBDC1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PBDC1,,,Level 4: Unmatched,0,,24.5948,0.0,1.0
Q9BVG4,Protein PBDC1,PBDC1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PBDC1,,,Level 4: Unmatched,0,,23.8471,0.0,1.0
Q9BVG4,Protein PBDC1,PBDC1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PBDC1,,,Level 4: Unmatched,0,23.5088,24.41756666666667,1.0,3.0
Q9BVH7,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",ST6GALNAC5,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ST6GALNAC5,,,Level 4: Unmatched,0,23.7485,,1.0,0.0
Q9BVJ7,Dual specificity protein phosphatase 23,DUSP23,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DUSP23,,,Level 4: Unmatched,0,,21.8919,0.0,1.0
Q9BVK6,Transmembrane emp24 domain-containing protein 9,TMED9,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TMED9,,,Level 4: Unmatched,0,25.3257,24.4809,1.0,1.0
Q9BVK6,Transmembrane emp24 domain-containing protein 9,TMED9,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TMED9,,,Level 4: Unmatched,0,24.521949999999997,,2.0,0.0
Q9BVK6,Transmembrane emp24 domain-containing protein 9,TMED9,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TMED9,,,Level 4: Unmatched,0,25.121850000000002,25.755650000000003,2.0,6.0
Q9BW30,Tubulin polymerization-promoting protein family member 3,TPPP3,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TPPP3,,,Level 4: Unmatched,0,26.13138,25.20685,5.0,2.0
Q9BW30,Tubulin polymerization-promoting protein family member 3,TPPP3,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TPPP3,,,Level 4: Unmatched,0,27.0256,,1.0,0.0
Q9BW30,Tubulin polymerization-promoting protein family member 3,TPPP3,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TPPP3,,,Level 4: Unmatched,0,26.145166666666668,,3.0,0.0
Q9BW30,Tubulin polymerization-promoting protein family member 3,TPPP3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TPPP3,,,Level 4: Unmatched,0,26.512327272727273,27.19971,11.0,10.0
Q9BWM7,Sideroflexin-3,SFXN3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SFXN3,,,Level 4: Unmatched,0,25.4472,25.37654,3.0,5.0
Q9BWP8,Collectin-11,COLEC11,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COLEC11,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,,22.9522,0.0,1.0
Q9BWS9,Chitinase domain-containing protein 1,CHID1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CHID1,,,Level 4: Unmatched,0,26.0252,25.98032,1.0,5.0
Q9BWS9,Chitinase domain-containing protein 1,CHID1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CHID1,,,Level 4: Unmatched,0,25.845399999999998,25.7802,3.0,2.0
Q9BWS9,Chitinase domain-containing protein 1,CHID1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CHID1,,,Level 4: Unmatched,0,25.416024999999998,25.63828,8.0,10.0
Q9BWS9,Chitinase domain-containing protein 1,CHID1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CHID1,,,Level 4: Unmatched,0,26.1103,25.616508333333332,1.0,12.0
Q9BX66,Sorbin and SH3 domain-containing protein 1,SORBS1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SORBS1,,,Level 4: Unmatched,0,25.3392,,1.0,0.0
Q9BX66,Sorbin and SH3 domain-containing protein 1,SORBS1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SORBS1,,,Level 4: Unmatched,0,,24.3223,0.0,1.0
Q9BX66,Sorbin and SH3 domain-containing protein 1,SORBS1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SORBS1,,,Level 4: Unmatched,0,,24.982825,0.0,4.0
Q9BX68,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HINT2,,,Level 4: Unmatched,0,,23.4561,0.0,2.0
Q9BX97,Plasmalemma vesicle-associated protein,PLVAP,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLVAP,,,Level 4: Unmatched,0,,24.006,0.0,3.0
Q9BXD5,N-acetylneuraminate lyase,NPL,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NPL,,,Level 4: Unmatched,0,,22.2187,0.0,1.0
Q9BXI3,Cytosolic 5-nucleotidase 1A,NT5C1A,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NT5C1A,,,Level 4: Unmatched,0,,21.9662,0.0,1.0
Q9BXJ0,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QTNF5,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,,24.1736,0.0,1.0
Q9BXJ0,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QTNF5,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,,25.1972,0.0,1.0
Q9BXJ0,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QTNF5,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,,25.2857,0.0,4.0
Q9BXJ0,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QTNF5,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,26.318783333333332,25.5219125,6.0,8.0
Q9BXJ1,Complement C1q tumor necrosis factor-related protein 1,C1QTNF1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QTNF1,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,25.9413,,1.0,0.0
Q9BXJ2,Complement C1q tumor necrosis factor-related protein 7,C1QTNF7,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QTNF7,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,24.5267,,1.0,0.0
Q9BXJ4,Complement C1q tumor necrosis factor-related protein 3,C1QTNF3,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QTNF3,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,28.8532,,1.0,0.0
Q9BXK5,Bcl-2-like protein 13,BCL2L13,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,BCL2L13,,,Level 4: Unmatched,0,23.47,,1.0,0.0
Q9BXM0,Periaxin,PRX,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRX,,,Level 4: Unmatched,0,,24.1286,0.0,1.0
Q9BXM0,Periaxin,PRX,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRX,,,Level 4: Unmatched,0,,22.9422,0.0,1.0
Q9BXN1,Asporin,ASPN,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASPN,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,32.22945,30.073166666666665,6.0,6.0
Q9BXN1,Asporin,ASPN,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASPN,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,30.839399999999998,29.5676,3.0,3.0
Q9BXN1,Asporin,ASPN,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASPN,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,31.624425,29.714691666666667,12.0,12.0
Q9BXN1,Asporin,ASPN,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASPN,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,32.86975,32.845666666666666,12.0,12.0
Q9BXP5,Serrate RNA effector molecule homolog,SRRT,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SRRT,,,Level 4: Unmatched,0,,25.8078,0.0,1.0
Q9BXR0,Queuine tRNA-ribosyltransferase,QTRT1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,QTRT1,,,Level 4: Unmatched,0,,28.0857,0.0,1.0
Q9BXR6,Complement factor H-related protein 5,CFHR5,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFHR5,,,Level 4: Unmatched,0,,28.619200000000003,0.0,3.0
Q9BXR6,Complement factor H-related protein 5,CFHR5,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFHR5,,,Level 4: Unmatched,0,,28.8853,0.0,2.0
Q9BXR6,Complement factor H-related protein 5,CFHR5,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFHR5,,,Level 4: Unmatched,0,28.7973,28.3672,1.0,8.0
Q9BXR6,Complement factor H-related protein 5,CFHR5,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFHR5,,,Level 4: Unmatched,0,27.9902,27.58022857142857,2.0,7.0
Q9BXS1,Isopentenyl-diphosphate delta-isomerase 2,IDI2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IDI2,,,Level 4: Unmatched,0,,24.667650000000002,0.0,2.0
Q9BXS5,AP-1 complex subunit mu-1,AP1M1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AP1M1,,,Level 4: Unmatched,0,,22.6565,0.0,1.0
Q9BXX0,EMILIN-2,EMILIN2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EMILIN2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,,24.864233333333335,0.0,3.0
Q9BY32,Inosine triphosphate pyrophosphatase,ITPA,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ITPA,,,Level 4: Unmatched,0,,23.5455,0.0,1.0
Q9BY43,Charged multivesicular body protein 4a,CHMP4A,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CHMP4A,,,Level 4: Unmatched,0,,24.4099,0.0,1.0
Q9BY67,Cell adhesion molecule 1,CADM1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CADM1,,,Level 4: Unmatched,0,,23.9449,0.0,1.0
Q9BY76,Angiopoietin-related protein 4,ANGPTL4,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANGPTL4,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,25.8814,28.004366666666666,1.0,3.0
Q9BY76,Angiopoietin-related protein 4,ANGPTL4,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANGPTL4,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,,28.83335,0.0,2.0
Q9BY76,Angiopoietin-related protein 4,ANGPTL4,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANGPTL4,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,,27.596333333333334,0.0,9.0
Q9BY76,Angiopoietin-related protein 4,ANGPTL4,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANGPTL4,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,26.196433333333335,25.84719,3.0,10.0
Q9BYE9,Cadherin-related family member 2,CDHR2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CDHR2,,,Level 4: Unmatched,0,,23.8116,0.0,1.0
Q9BYE9,Cadherin-related family member 2,CDHR2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CDHR2,,,Level 4: Unmatched,0,,23.3906,0.0,1.0
Q9BYJ0,Fibroblast growth factor-binding protein 2,FGFBP2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGFBP2,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,33.35915,32.69956666666666,6.0,6.0
Q9BYJ0,Fibroblast growth factor-binding protein 2,FGFBP2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGFBP2,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,33.3459,31.906066666666664,3.0,3.0
Q9BYJ0,Fibroblast growth factor-binding protein 2,FGFBP2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGFBP2,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,33.60908333333334,32.36435,12.0,12.0
Q9BYJ0,Fibroblast growth factor-binding protein 2,FGFBP2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGFBP2,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,33.014408333333336,31.022008333333332,12.0,12.0
Q9BYJ9;Q7Z739,YTH domain-containing family protein 1;YTH domain-containing family protein 3,YTHDF1;YTHDF3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,YTHDF1;YTHDF3,,,Level 4: Unmatched,0,,22.2359,0.0,1.0
Q9BYV2,Tripartite motif-containing protein 54,TRIM54,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TRIM54,,,Level 4: Unmatched,0,23.1668,,1.0,0.0
Q9BYZ8,Regenerating islet-derived protein 4,REG4,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,REG4,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,,24.492,0.0,1.0
Q9BYZ8,Regenerating islet-derived protein 4,REG4,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,REG4,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,,24.4418,0.0,1.0
Q9BZG1,Ras-related protein Rab-34,RAB34,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RAB34,,,Level 4: Unmatched,0,,25.4202,0.0,1.0
Q9BZK7;O60907,F-box-like/WD repeat-containing protein TBL1XR1;F-box-like/WD repeat-containing protein TBL1X,TBL1XR1;TBL1X,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TBL1XR1;TBL1X,,,Level 4: Unmatched,0,26.137,,1.0,0.0
Q9BZM5,NKG2D ligand 2,ULBP2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ULBP2,,,Level 4: Unmatched,0,22.7194,,1.0,0.0
Q9BZQ8,Protein Niban,FAM129A,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FAM129A,,,Level 4: Unmatched,0,25.6117,,1.0,0.0
Q9BZQ8,Protein Niban,FAM129A,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FAM129A,,,Level 4: Unmatched,0,24.970366666666663,25.31616,3.0,5.0
Q9BZZ5,Apoptosis inhibitor 5,API5,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,API5,,,Level 4: Unmatched,0,,24.1471,0.0,1.0
Q9C0C2,182 kDa tankyrase-1-binding protein,TNKS1BP1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNKS1BP1,,,Level 4: Unmatched,0,,23.45275,0.0,2.0
Q9C0E8,Protein lunapark,LNP,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LNP,,,Level 4: Unmatched,0,,22.9751,0.0,1.0
Q9C0F0,Putative Polycomb group protein ASXL3,ASXL3,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASXL3,,,Level 4: Unmatched,0,27.5728,,1.0,0.0
Q9GZM7,Tubulointerstitial nephritis antigen-like,TINAGL1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TINAGL1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,25.4746,,1.0,0.0
Q9GZM7,Tubulointerstitial nephritis antigen-like,TINAGL1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TINAGL1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,,26.1653,0.0,1.0
Q9GZM7,Tubulointerstitial nephritis antigen-like,TINAGL1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TINAGL1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,26.035899999999998,26.837485714285716,5.0,7.0
Q9GZN8,UPF0687 protein C20orf27,C20orf27,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C20orf27,,,Level 4: Unmatched,0,,23.118,0.0,1.0
Q9GZP0,"Platelet-derived growth factor D;Platelet-derived growth factor D, latent form;Platelet-derived growth factor D, receptor-binding form",PDGFD,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDGFD,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,,23.0238,0.0,1.0
Q9GZP0,"Platelet-derived growth factor D;Platelet-derived growth factor D, latent form;Platelet-derived growth factor D, receptor-binding form",PDGFD,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDGFD,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,,25.4155,0.0,1.0
Q9GZP0,"Platelet-derived growth factor D;Platelet-derived growth factor D, latent form;Platelet-derived growth factor D, receptor-binding form",PDGFD,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDGFD,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,23.5553,24.59485,3.0,2.0
Q9GZP0,"Platelet-derived growth factor D;Platelet-derived growth factor D, latent form;Platelet-derived growth factor D, receptor-binding form",PDGFD,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDGFD,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,23.5114,,1.0,0.0
Q9GZP4,PITH domain-containing protein 1,PITHD1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PITHD1,,,Level 4: Unmatched,0,,24.236333333333334,0.0,3.0
Q9GZQ8;A6NCE7,Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2,MAP1LC3B;MAP1LC3B2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MAP1LC3B;MAP1LC3B2,,,Level 4: Unmatched,0,22.0173,,1.0,0.0
Q9GZS3,"WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",WDR61,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,WDR61,,,Level 4: Unmatched,0,,24.8253,0.0,1.0
Q9GZT8,NIF3-like protein 1,NIF3L1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NIF3L1,,,Level 4: Unmatched,0,,23.7636,0.0,1.0
