Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence
Q53GQ0,Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens GN=HSD17B12 PE=1 SV=2,HSD17B12,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,17018.305722241388,11685.830352995645,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q53GT1,Kelch-like protein 22 OS=Homo sapiens GN=KLHL22 PE=1 SV=2,KLHL22,Kidney_Glomerular,Glomerular,Homo sapiens,15.5026639492202,73.90155059629363,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q53GT1,Kelch-like protein 22 OS=Homo sapiens GN=KLHL22 PE=1 SV=2,KLHL22,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,229.31196334136322,281.11015919797563,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q53H12,"Acylglycerol kinase, mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2",AGK,Kidney_Glomerular,Glomerular,Homo sapiens,869.8125344462145,1694.7047446813074,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q53H12,"Acylglycerol kinase, mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2",AGK,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3492.854850246787,4280.847373806313,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q53H82,Beta-lactamase-like protein 2 OS=Homo sapiens GN=LACTB2 PE=1 SV=2,LACTB2,Kidney_Glomerular,Glomerular,Homo sapiens,449.83446815987924,3665.190235647188,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q53H82,Beta-lactamase-like protein 2 OS=Homo sapiens GN=LACTB2 PE=1 SV=2,LACTB2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2107.7157865596723,9293.938357337507,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q56VL3,OCIA domain-containing protein 2 OS=Homo sapiens GN=OCIAD2 PE=1 SV=1,OCIAD2,Kidney_Glomerular,Glomerular,Homo sapiens,3935.444069133027,7461.285086995216,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q56VL3,OCIA domain-containing protein 2 OS=Homo sapiens GN=OCIAD2 PE=1 SV=1,OCIAD2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9704.925609794496,12228.530855662699,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q58FF7,Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens GN=HSP90AB3P PE=5 SV=1,HSP90AB3P,Kidney_Glomerular,Glomerular,Homo sapiens,453.80610118676805,1379.0196949013152,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q58FF7,Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens GN=HSP90AB3P PE=5 SV=1,HSP90AB3P,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1169.0444754844941,4438.336874996124,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q58FG1,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1,HSP90AA4P,Kidney_Glomerular,Glomerular,Homo sapiens,1576.5952780910764,783.29814991372,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q58FG1,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1,HSP90AA4P,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1663.346451233867,1780.6802254377153,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5BJF6,Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2 PE=1 SV=1,ODF2,Kidney_Glomerular,Glomerular,Homo sapiens,111116.08121077968,83949.74831360781,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5BJF6,Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2 PE=1 SV=1,ODF2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,19801.926301650903,26928.23978928113,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5BKZ1,DBIRD complex subunit ZNF326 OS=Homo sapiens GN=ZNF326 PE=1 SV=2,ZNF326,Kidney_Glomerular,Glomerular,Homo sapiens,149.01826051614196,419.8102845885982,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5BKZ1,DBIRD complex subunit ZNF326 OS=Homo sapiens GN=ZNF326 PE=1 SV=2,ZNF326,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,494.753026521815,3941.90266034018,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5CZ79,Ankyrin repeat domain-containing protein 20B OS=Homo sapiens GN=ANKRD20A8P PE=2 SV=2,ANKRD20A8P,Kidney_Glomerular,Glomerular,Homo sapiens,460.85527470664493,1278.3242383868094,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5CZ79,Ankyrin repeat domain-containing protein 20B OS=Homo sapiens GN=ANKRD20A8P PE=2 SV=2,ANKRD20A8P,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1427.8110134931333,1094.9057213314413,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5CZC0,Fibrous sheath-interacting protein 2 OS=Homo sapiens GN=FSIP2 PE=2 SV=4,FSIP2,Kidney_Glomerular,Glomerular,Homo sapiens,161206.43080369665,283346.0392092637,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5CZC0,Fibrous sheath-interacting protein 2 OS=Homo sapiens GN=FSIP2 PE=2 SV=4,FSIP2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,282151.921332121,225056.56075733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5D862,Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1,FLG2,Kidney_Glomerular,Glomerular,Homo sapiens,21300.407658278502,10397.617904064826,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FLG2,Secreted Factors,Matrisome-associated,exact_gene,100
Q5D862,Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1,FLG2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,10382.061846673869,9835.829410155528,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FLG2,Secreted Factors,Matrisome-associated,exact_gene,100
Q5H8C1,FRAS1-related extracellular matrix protein 1 OS=Homo sapiens GN=FREM1 PE=1 SV=3,FREM1,Kidney_Glomerular,Glomerular,Homo sapiens,13517.37286665153,12421.43208202216,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FREM1,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
Q5H8C1,FRAS1-related extracellular matrix protein 1 OS=Homo sapiens GN=FREM1 PE=1 SV=3,FREM1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,12529.597105051367,15790.702065316478,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FREM1,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
Q5JPB2,Zinc finger protein 831 OS=Homo sapiens GN=ZNF831 PE=2 SV=4,ZNF831,Kidney_Glomerular,Glomerular,Homo sapiens,129411.53901636631,122776.36001522829,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JPB2,Zinc finger protein 831 OS=Homo sapiens GN=ZNF831 PE=2 SV=4,ZNF831,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,186123.52759131105,92496.96106288454,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JPH6,"Probable glutamate--tRNA ligase, mitochondrial OS=Homo sapiens GN=EARS2 PE=1 SV=2",EARS2,Kidney_Glomerular,Glomerular,Homo sapiens,13525.175900736145,9629.29299830621,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JPH6,"Probable glutamate--tRNA ligase, mitochondrial OS=Homo sapiens GN=EARS2 PE=1 SV=2",EARS2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,21935.57839764717,25964.079118775535,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JPI3,Uncharacterized protein C3orf38 OS=Homo sapiens GN=C3orf38 PE=1 SV=1,C3orf38,Kidney_Glomerular,Glomerular,Homo sapiens,8545.532365850104,7571.91115486421,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JPI3,Uncharacterized protein C3orf38 OS=Homo sapiens GN=C3orf38 PE=1 SV=1,C3orf38,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3356.9099826069564,10899.33845677107,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JRI1,Serine/arginine-rich-splicing factor 10 OS=Homo sapiens GN=SRSF10 PE=1 SV=1,SRSF10,Kidney_Glomerular,Glomerular,Homo sapiens,38287.639981188666,24346.722174930834,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JRI1,Serine/arginine-rich-splicing factor 10 OS=Homo sapiens GN=SRSF10 PE=1 SV=1,SRSF10,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,43752.716793163534,39571.37805290627,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JRX3,"Presequence protease, mitochondrial OS=Homo sapiens GN=PITRM1 PE=1 SV=3",PITRM1,Kidney_Glomerular,Glomerular,Homo sapiens,85375.02084134927,55152.47341966184,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JRX3,"Presequence protease, mitochondrial OS=Homo sapiens GN=PITRM1 PE=1 SV=3",PITRM1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,89362.4342103306,83059.22895734652,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JS13,Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Homo sapiens GN=RALGPS1 PE=1 SV=1,RALGPS1,Kidney_Glomerular,Glomerular,Homo sapiens,1260.6612268730373,1411.250235914162,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JS13,Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Homo sapiens GN=RALGPS1 PE=1 SV=1,RALGPS1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4237.040849283713,4185.177452660797,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JTH9,RRP12-like protein OS=Homo sapiens GN=RRP12 PE=1 SV=2,RRP12,Kidney_Glomerular,Glomerular,Homo sapiens,5936.513734193283,11057.6366605937,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JTH9,RRP12-like protein OS=Homo sapiens GN=RRP12 PE=1 SV=2,RRP12,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,24700.926211089503,14487.831659378398,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JTV8,Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2,TOR1AIP1,Kidney_Glomerular,Glomerular,Homo sapiens,1.1305790700212592,57.74127673267365,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JTV8,Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2,TOR1AIP1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,0.0,2177.8963267772965,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JTZ9,"Alanine--tRNA ligase, mitochondrial OS=Homo sapiens GN=AARS2 PE=1 SV=1",AARS2,Kidney_Glomerular,Glomerular,Homo sapiens,12604.430661633125,13051.107025133868,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JTZ9,"Alanine--tRNA ligase, mitochondrial OS=Homo sapiens GN=AARS2 PE=1 SV=1",AARS2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,8122.283335865774,11181.640104693344,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens GN=GNAS PE=1 SV=2,GNAS,Kidney_Glomerular,Glomerular,Homo sapiens,6448.78493960238,4232.689131507193,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens GN=GNAS PE=1 SV=2,GNAS,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1915.8993026856167,2295.9107356290865,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5QPL9,RNA-binding protein Raly (Fragment) OS=Homo sapiens GN=RALY PE=1 SV=1,RALY,Kidney_Glomerular,Glomerular,Homo sapiens,204199.93011319466,105060.28104701599,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5QPL9,RNA-binding protein Raly (Fragment) OS=Homo sapiens GN=RALY PE=1 SV=1,RALY,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,147314.92208176732,124034.6558101547,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5QPQ1,Acyl-protein thioesterase 2 (Fragment) OS=Homo sapiens GN=LYPLA2 PE=1 SV=1,LYPLA2,Kidney_Glomerular,Glomerular,Homo sapiens,11081.433148223843,20608.47339504093,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5QPQ1,Acyl-protein thioesterase 2 (Fragment) OS=Homo sapiens GN=LYPLA2 PE=1 SV=1,LYPLA2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,17146.180581129967,22976.036701500667,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5R3I4,Tetratricopeptide repeat protein 38 OS=Homo sapiens GN=TTC38 PE=1 SV=1,TTC38,Kidney_Glomerular,Glomerular,Homo sapiens,934.7296946318914,303.90846126540566,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5R3I4,Tetratricopeptide repeat protein 38 OS=Homo sapiens GN=TTC38 PE=1 SV=1,TTC38,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3725.7268754319684,1069.9046508591264,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5RI15,Cytochrome c oxidase protein 20 homolog OS=Homo sapiens GN=COX20 PE=1 SV=2,COX20,Kidney_Glomerular,Glomerular,Homo sapiens,4451.498035204207,4632.959732383387,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5RI15,Cytochrome c oxidase protein 20 homolog OS=Homo sapiens GN=COX20 PE=1 SV=2,COX20,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,495.40576019406154,383.160966606641,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SNT2,Transmembrane protein 201 OS=Homo sapiens GN=TMEM201 PE=1 SV=1,TMEM201,Kidney_Glomerular,Glomerular,Homo sapiens,11264.407485778267,7062.614245284643,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SNT2,Transmembrane protein 201 OS=Homo sapiens GN=TMEM201 PE=1 SV=1,TMEM201,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,25833.6736548866,28405.324451534136,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SRE5,Nucleoporin NUP188 homolog OS=Homo sapiens GN=NUP188 PE=1 SV=1,NUP188,Kidney_Glomerular,Glomerular,Homo sapiens,17623.881226803278,10939.69564932726,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SRE5,Nucleoporin NUP188 homolog OS=Homo sapiens GN=NUP188 PE=1 SV=1,NUP188,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,69029.8477499882,50471.02890343243,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SRE7,Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2,PHYHD1,Kidney_Glomerular,Glomerular,Homo sapiens,488.00963760380404,47.95801039628344,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SRE7,Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2,PHYHD1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2599.2959815342692,156.66142205445644,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SRQ6,Casein kinase II subunit beta OS=Homo sapiens GN=CSNK2B PE=1 SV=2,CSNK2B,Kidney_Glomerular,Glomerular,Homo sapiens,21800.960244254635,19587.129300982535,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SRQ6,Casein kinase II subunit beta OS=Homo sapiens GN=CSNK2B PE=1 SV=2,CSNK2B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,20654.557098693567,21284.724775227776,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SSJ5,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1,HP1BP3,Kidney_Glomerular,Glomerular,Homo sapiens,1647.7548527369654,3793.73889113424,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SSJ5,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1,HP1BP3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,6045.000489190424,17608.77640069118,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SY16,Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens GN=NOL9 PE=1 SV=1,NOL9,Kidney_Glomerular,Glomerular,Homo sapiens,396.4205494232478,2218.206552279095,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SY16,Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens GN=NOL9 PE=1 SV=1,NOL9,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4825.183391690746,8504.666721973634,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5SZK8,FRAS1-related extracellular matrix protein 2 OS=Homo sapiens GN=FREM2 PE=1 SV=2,FREM2,Kidney_Glomerular,Glomerular,Homo sapiens,160909.15413765566,86980.30787410714,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FREM2,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
Q5SZK8,FRAS1-related extracellular matrix protein 2 OS=Homo sapiens GN=FREM2 PE=1 SV=2,FREM2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,345968.917790976,207524.53609154784,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FREM2,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
Q5T011,Protein SZT2 OS=Homo sapiens GN=SZT2 PE=1 SV=3,SZT2,Kidney_Glomerular,Glomerular,Homo sapiens,224543.4365417663,130590.58628159168,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T011,Protein SZT2 OS=Homo sapiens GN=SZT2 PE=1 SV=3,SZT2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,313666.7786033273,194998.515723138,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T2N8,ATPase family AAA domain-containing protein 3C OS=Homo sapiens GN=ATAD3C PE=2 SV=2,ATAD3C,Kidney_Glomerular,Glomerular,Homo sapiens,55709.603597044596,15906.366186484798,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T2N8,ATPase family AAA domain-containing protein 3C OS=Homo sapiens GN=ATAD3C PE=2 SV=2,ATAD3C,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,208.3508015620802,2113.8593017658377,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T2W1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 OS=Homo sapiens GN=PDZK1 PE=1 SV=2,PDZK1,Kidney_Glomerular,Glomerular,Homo sapiens,5299.84380702597,5085.942605038904,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T2W1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 OS=Homo sapiens GN=PDZK1 PE=1 SV=2,PDZK1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,11179.275903198408,7963.823156267611,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T440,"Putative transferase CAF17, mitochondrial OS=Homo sapiens GN=IBA57 PE=1 SV=1",IBA57,Kidney_Glomerular,Glomerular,Homo sapiens,4356.966463373547,5743.168213307316,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T440,"Putative transferase CAF17, mitochondrial OS=Homo sapiens GN=IBA57 PE=1 SV=1",IBA57,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,10576.934432734994,9256.569748767253,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T4S2,Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=4 SV=1,PPIL4,Kidney_Glomerular,Glomerular,Homo sapiens,442.73109450873955,567.701466610488,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T4S2,Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=4 SV=1,PPIL4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,96.09728462897716,52.42847805083756,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T5P2,Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 PE=1 SV=2,KIAA1217,Kidney_Glomerular,Glomerular,Homo sapiens,28043.59165142047,64491.084888035104,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T5P2,Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 PE=1 SV=2,KIAA1217,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,13325.19134528435,15700.151811373733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T653,"39S ribosomal protein L2, mitochondrial OS=Homo sapiens GN=MRPL2 PE=1 SV=2",MRPL2,Kidney_Glomerular,Glomerular,Homo sapiens,12695.718589501806,11687.95995537492,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T653,"39S ribosomal protein L2, mitochondrial OS=Homo sapiens GN=MRPL2 PE=1 SV=2",MRPL2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,18160.4615442111,21688.776374699966,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T6J7,Probable gluconokinase OS=Homo sapiens GN=IDNK PE=1 SV=1,IDNK,Kidney_Glomerular,Glomerular,Homo sapiens,206.09648069279066,192.85820139943738,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T6J7,Probable gluconokinase OS=Homo sapiens GN=IDNK PE=1 SV=1,IDNK,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,607.6272314172567,421.5208140463538,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T749,Keratinocyte proline-rich protein OS=Homo sapiens GN=KPRP PE=1 SV=1,KPRP,Kidney_Glomerular,Glomerular,Homo sapiens,149230.2965506544,121458.48419937736,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T749,Keratinocyte proline-rich protein OS=Homo sapiens GN=KPRP PE=1 SV=1,KPRP,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,279857.4160937594,96628.6860130899,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T750,Skin-specific protein 32 OS=Homo sapiens GN=XP32 PE=1 SV=1,XP32,Kidney_Glomerular,Glomerular,Homo sapiens,3786.2655824462668,1898.7423214456,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T750,Skin-specific protein 32 OS=Homo sapiens GN=XP32 PE=1 SV=1,XP32,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,568.0468157595584,495.3229503143307,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T9A4,ATPase family AAA domain-containing protein 3B OS=Homo sapiens GN=ATAD3B PE=1 SV=1,ATAD3B,Kidney_Glomerular,Glomerular,Homo sapiens,9147.432886582164,7909.347896295651,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5T9A4,ATPase family AAA domain-containing protein 3B OS=Homo sapiens GN=ATAD3B PE=1 SV=1,ATAD3B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9737.458208726805,6465.40851351363,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5TB14,Circadian-associated transcriptional repressor (Fragment) OS=Homo sapiens GN=CIART PE=4 SV=1,CIART,Kidney_Glomerular,Glomerular,Homo sapiens,3914.56837135784,2762.3291863821,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5TB14,Circadian-associated transcriptional repressor (Fragment) OS=Homo sapiens GN=CIART PE=4 SV=1,CIART,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,5449.765017687253,3999.9991574697765,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5TBK7,Ubiquitin carboxyl-terminal hydrolase isozyme L3 (Fragment) OS=Homo sapiens GN=UCHL3 PE=1 SV=1,UCHL3,Kidney_Glomerular,Glomerular,Homo sapiens,14906.458700461337,8083.82861273694,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5TBK7,Ubiquitin carboxyl-terminal hydrolase isozyme L3 (Fragment) OS=Homo sapiens GN=UCHL3 PE=1 SV=1,UCHL3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,22372.859894299025,17700.30858344464,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
Q5TC63,Growth hormone-regulated TBC protein 1 OS=Homo sapiens GN=GRTP1 PE=1 SV=4,GRTP1,Kidney_Glomerular,Glomerular,Homo sapiens,9552.161750517125,8247.789051145013,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
