Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Dataset_Name,Organ,Compartment,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence
P00748,Coagulation factor XII (EC 3.4.21.38) (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)],F12,F12,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.016162592856762,14.449942111519839,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q14766,Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1),LTBP1,LTBP1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.854960350484708,15.27620750736129,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P31151,Protein S100-A7 (Psoriasin) (S100 calcium-binding protein A7),S100A7,S100A7,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.87953793538864,14.289306625822359,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P20908,Collagen alpha-1(V) chain,COL5A1,COL5A1,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.233368281394322,13.612890099731677,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P12109,Collagen alpha-1(VI) chain,COL6A1,COL6A1,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.993827578493214,15.350568640884386,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P08697,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),SERPINF2,SERPINF2,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.729017665723276,16.084873285226323,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q96HD1,Cysteine-rich with EGF-like domain protein 1,CRELD1,CRELD1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.509195463639015,15.847686847518185,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P05997,Collagen alpha-2(V) chain,COL5A2,COL5A2,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.62237693509842,14.95422799097998,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P17936,Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3),IGFBP3,IGFBP3,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.02816522621565,14.35949350287355,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q32P28,Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1),P3H1,P3H1,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.661068127066198,13.983883974892002,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P34949,Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI),MPI,SLPI,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.140733525572715,15.461201492472886,TMT-10plex LC-MS/MS,Santinha_2024_Human,3.0,80.0
P31949,"Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed]",S100A11,S100A11,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.229682975680902,15.542539855470498,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q16610,Extracellular matrix protein 1 (Secretory component p85),ECM1,ECM1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.046688029694776,14.353132459447425,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P04196,Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein) (HPRG),HRG,HRG,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.934722798043461,14.22779382227254,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P08572,Collagen alpha-2(IV) chain [Cleaved into: Canstatin],COL4A2,COL4A2,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.82105707981956,15.108810898521238,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P13674,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",P4HA1,P4HA1,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.091810385877809,15.369259577418992,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P50454,Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47),SERPINH1,SERPINH1,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.093378872746712,15.36558552102369,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q14767,Latent-transforming growth factor beta-binding protein 2 (LTBP-2),LTBP2,LTBP2,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.161238345658829,14.430982416482772,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P24821,Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C),TNC,TNC,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.442616633528583,14.705103928521215,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P12111,Collagen alpha-3(VI) chain,COL6A3,COL6A3,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.252992239193174,15.511016715908225,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P01034,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3,CST3,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.798680004744137,16.05571459867026,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q99584,Protein S100-A13 (S100 calcium-binding protein A13),S100A13,S100A13,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,16.44562612389287,16.68712766877373,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q9Y6C2,EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1),EMILIN1,EMILIN1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.75251549840838,14.97825594943342,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q99715,Collagen alpha-1(XII) chain,COL12A1,COL12A1,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.079752119610433,14.305475307543968,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P14174,Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase),MIF,S100A9,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.816650937531474,16.036137343801325,TMT-10plex LC-MS/MS,Santinha_2024_Human,3.0,80.0
Q12805,EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3),EFEMP1,EFEMP1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.916410864431956,16.132969029475642,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q15582,Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP),TGFBI,TGFBI,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.294616299438227,15.506734638924774,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P07942,Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta),LAMB1,LAMB1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.791566463627827,15.997763958452573,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P04080,Cystatin-B (CPI-B) (Liver thiol proteinase inhibitor) (Stefin-B),CSTB,CSTB,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,16.26499024751556,16.47044399916204,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P13611,Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M),VCAN,VCAN,Proteoglycans,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.594535068222589,15.79683401178441,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P39060,Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)],COL18A1,COL18A1,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.519350056193554,15.717020813957445,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P23142,Fibulin-1 (FIBL-1),FBLN1,FBLN1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.40404808789495,15.59128620982505,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
O14967,Calmegin,CLGN,MMP1,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.112550096123943,14.292071242210856,TMT-10plex LC-MS/MS,Santinha_2024_Human,3.0,80.0
Q16363,Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha),LAMA4,LAMA4,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.149790648459769,15.32319057853943,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P12110,Collagen alpha-2(VI) chain,COL6A2,COL6A2,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.432837412635418,15.603507296119382,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P08133,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),ANXA6,ANXA6,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.59754536274737,15.766114566411831,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P02462,Collagen alpha-1(IV) chain [Cleaved into: Arresten],COL4A1,COL4A1,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.730504428179957,13.894355376593245,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P35555,Fibrillin-1 [Cleaved into: Asprosin],FBN1,FBN1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.744683555279703,14.907796124093498,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",PLOD1,PLOD1,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.283210629060727,14.445311158583072,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P61328,Fibroblast growth factor 12 (FGF-12) (Fibroblast growth factor homologous factor 1) (FHF-1) (Myocyte-activating factor),FGF12,FGF12,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.046101244886893,15.199540117442906,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P00747,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]",PLG,PLG,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.871679091284056,15.017288138656744,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P02745,Complement C1q subcomponent subunit A,C1QA,C1QA,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.328934208492718,14.473676127572482,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q12841,Follistatin-related protein 1 (Follistatin-like protein 1),FSTL1,FSTL1,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.219385786176087,15.358784131900514,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q99985,Semaphorin-3C (Semaphorin-E) (Sema E),SEMA3C,SEMA3C,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.889967876693333,14.027488845034668,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q05707,Collagen alpha-1(XIV) chain (Undulin),COL14A1,COL14A1,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.079825974633325,14.216504739182275,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q86UX2,Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5),ITIH5,ITIH5,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.799015125595405,13.921812423095394,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P51888,Prolargin (Proline-arginine-rich end leucine-rich repeat protein),PRELP,PRELP,Proteoglycans,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.956587640353256,16.078833172197747,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q96KG9,N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase),SCYL1,CCL13,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.442445195947014,15.559896942783384,TMT-10plex LC-MS/MS,Santinha_2024_Human,3.0,80.0
P07355,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),ANXA2,ANXA2,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.312915192022903,15.419369789092897,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q6ZMP0,Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6),THSD4,THSD4,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.641194414036535,13.736920446193066,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P09525,Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II) (PAP-II) (Protein II),ANXA4,ANXA4,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.978370121898447,15.073996288879354,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P21980,Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Tissue transglutaminase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase-2) (TGase-2),TGM2,TGM2,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,16.120081824615017,16.21502197452558,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P08311,Cathepsin G (CG) (EC 3.4.21.20),CTSG,CTSG,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.588303184610918,13.676412534547882,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P29508,Serpin B3 (Protein T4-A) (Squamous cell carcinoma antigen 1) (SCCA-1),SERPINB3,SERPINB3,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.370277513877873,13.453172048137926,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P20073,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),ANXA7,ANXA7,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.495044950168763,15.567840122131438,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P02461,Collagen alpha-1(III) chain,COL3A1,COL3A1,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.310218597411305,14.379347624736296,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q9GZM7,Tubulointerstitial nephritis antigen-like (Glucocorticoid-inducible protein 5) (Oxidized LDL-responsive gene 2 protein) (OLRG-2) (Tubulointerstitial nephritis antigen-related protein) (TIN Ag-related protein) (TIN-Ag-RP),TINAGL1,TINAGL1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.230537757560018,14.285277809179782,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P14780,Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9],MMP9,MMP9,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.665919096909779,13.71813737716802,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
O15031,Plexin-B2 (MM1),PLXNB2,PLXNB2,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.179331707133906,14.224872163561892,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
O00339,Matrilin-2,MATN2,MATN2,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.14439551536566,15.174634329395738,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3)",PLOD3,PLOD3,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.468938870669662,14.483768036873537,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q14112,Nidogen-2 (NID-2) (Osteonidogen),NID2,NID2,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.471944033880336,15.484407809276865,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P00488,Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain),F13A1,F13A1,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.402895198211782,15.414366135864418,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
O14786,Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304),NRP1,NELL1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.601465097554497,15.612848494638504,TMT-10plex LC-MS/MS,Santinha_2024_Human,3.0,80.0
P50452,Serpin B8 (Cytoplasmic antiproteinase 2) (CAP-2) (CAP2) (Peptidase inhibitor 8) (PI-8),SERPINB8,SERPINB8,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,12.66889208701956,12.67802750012944,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
O00193,Small acidic protein,SMAP,MASP2,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.501874402449133,14.507801818526069,TMT-10plex LC-MS/MS,Santinha_2024_Human,3.0,80.0
P35237,Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor),SERPINB6,SERPINB6,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.177080074802674,15.173151258410925,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P00740,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,F9,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.161021189932168,15.156003562027234,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P50995,Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50),ANXA11,ANXA11,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.623896113119363,15.615859963735636,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
O15230,Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha),LAMA5,LAMA5,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.366138529981416,15.357005769143782,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q2UY09,Collagen alpha-1(XXVIII) chain,COL28A1,COL28A1,Collagens,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.806967568199351,14.793572421574648,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q96FQ6,Protein S100-A16 (Aging-associated gene 13 protein) (Protein S100-F) (S100 calcium-binding protein A16),S100A16,S100A16,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.105558114486431,14.089777838514568,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q63HQ2,"Pikachurin (Agrin-like protein) (EGF-like, fibronectin type-III and laminin G-like domain-containing protein)",EGFLAM,EGFLAM,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,15.486704345930761,15.46947950739024,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
Q14515,SPARC-like protein 1 (High endothelial venule protein) (Hevin) (MAST 9),SPARCL1,SPARCL1,ECM Glycoproteins,Core matrisome,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,14.80244525274411,14.779959069895089,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
